Time,financial_distress,CLASS,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83
3,True,True,0.72769,-0.049767,0.74057,1.3102,-0.0095936,-0.16975,0.12985,-0.037984,-0.19183,-0.040706,0.45363,-0.19329,0.25943,2.8546,31.874,-0.0073223,3.206,0.014657,0.037883,0.023512,2.8882,2.4567,0.096207,0.62338,-186.75,13.139,-7.7182,-0.16764,0.11719,0.080946,78.646,0.061782,0.84176,3.5473,11.295,-0.10971,0.45172,0.011187,-0.15745,0.53331,5.0503,-2.1166,0.48645,-0.093317,-0.65434,-0.0672,2.8546,973.5,2.4029,0.90379,9.8866,0.058477,0.12605,202.74,0.04753,0.36935,-0.072422,0.0,0.0,0.0,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,90.0,36.07,35.273,17.0,15.0,-0.2,29.0,-0.15275,11.0,35.0
8,True,True,0.48447,-0.0061328,0.89564,0.12678,-0.00026166,-0.11154,0.23089,-0.048375,-0.058763,0.051832,0.670855,-0.012032,0.10436,1.7677,2.975,-0.002064,2.2573,0.0032794,0.17155,0.015157,1.2094,0.14487,0.069239,0.21637,-190.57,14.775,-1.1366,0.20962,0.052712,0.049957,7.2741,0.39405,0.911095,2.4252,121.01,-0.058507,0.15748,0.025868,0.28161,0.21753499999999998,1.2147,-2.0018,0.11926,-0.0070079,-1.0688,-0.0068475,8.9747,3243.0,2.0732,0.93076,12.71,0.15279,0.0087778,283.8,0.04753,0.052274,0.19095,-4.06e-05,-0.00032032,0.0,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,14.0,1.6106,11.0,45.0
14,True,True,0.75945,0.0010162,0.76645,0.55848,0.064923,-0.13326,0.29374,0.0018196,0.0043512,0.00024178,0.42074,4.6738,0.23355,3.2818,4.5986,0.11625,1.5381,0.010057,0.024872,0.018154,1.3274,0.97863,0.39688,0.554,8.1353,13.892,-4.1908,0.1231,0.21245,0.16273,4.7243,0.29139,0.72282,2.5502,78.284,0.0024153,0.90966,0.018009,-0.041656,0.57067,2.3913,-0.98038,0.40925,0.0017807,-0.57061,0.0013259,3.3467,1869.7,2.3721,0.60312,13.309,0.27948,0.22165,947.92,0.04753,0.21899,0.094838,-0.0038323,-0.0068621,0.126035,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,66.12,214.5,21.0,20.5,8.6,14.0,0.0019356,26.0,54.0
8,True,True,0.9871,0.011592,0.88836,0.82334,0.0096231,-0.010521,0.59525,0.014079,0.10383,0.015715,0.80535,0.40356,0.11164,1.7677,1.9172,0.011688,2.4032,0.016527,0.028962,0.020257,1.0223,5.542,0.11084,0.81588,132.93,12.509,-78.259,0.13905,0.072485,0.48565,6.5087,0.58986,0.91841,2.7027,187.77,0.014394,0.64926,0.020073,-0.065438,0.14857,7.3748,-0.80492,0.75147,0.078027,-0.094236,0.013049,8.0067,1280.2,1.4655,0.88916,12.314,0.032349,0.091259,504.26,-0.67353,0.30463,0.20529,-0.028869,-0.035064,0.099053,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,9.0,0.1802,14.0,35.0
2,True,True,1.7805,-0.068908,0.63869,1.1501,-0.055884,0.37731,0.63999,-0.059914,-0.19072,0.0082406,0.86076,-3.6646,0.36131,1.7677,4.2294,-0.04859,1.7426,0.010182,0.013259,0.021062,1.3362,10.277,0.22454,0.48345,-226.56,13.139,3.0482,0.078121,0.15525,0.3094,18832.0,0.26901,0.75693,2.2472,85.119,-0.080055,0.42968,0.0088532,0.20539,0.11191,3.1832,-3.3022,3.2285,-0.61574,1.0443,-0.10789,1.8175,1187.9,1.3381,0.77546,10.098,-0.038666,0.25825,174.71,0.04753,0.51182,0.22881,-0.00028416,-0.00024707,0.0,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,12.0,0.027094,13.0,21.0
1,True,True,1.1256,0.028183,0.86042,0.63083,0.072259,0.097182,0.47881,0.044676,0.20191,0.071493,0.8709,1.8231,0.13958,6.1642,2.2512,0.11455,1.3246,0.041089,0.062831,0.053107,0.72434,5.6643,0.19134,0.77371,482.33,11.945,6.4911,0.46127,0.086704,0.37046,4.1332,0.58726,0.89923,1.6381,159.92,0.032361,0.62116,0.065136,0.32229,0.11137,4.5193,-0.30187,1.2534,0.25306,0.69623,0.032755,6.1642,2388.9,5.543,0.80865,11.484,0.12833,0.1207,264.76,-0.17776,0.38511,0.24295,-0.043907,-0.069603,0.029721,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,0.1896,15.8,22.571,4.0,36.0,85.437,27.07,26.102,16.0,16.0,0.2,23.0,1.2236,3.0,20.0
6,True,True,1.1191,-0.049381,0.84145,0.24479,-0.04497,0.079497,1.0269,-0.20173,-0.31146,-0.044588,0.74697,-3.8498,0.15855,5.3073,0.43838,-0.18371,6.004,0.014323,0.047719,0.021459,0.32771,1.1824,0.069628,0.66747,-255.38,15.864,3.0792,0.061323,0.17398,0.68545,2.9954,2.8002,0.79324,6.4534,821.21,-0.066109,1.0974,0.058513,-0.35247,0.20702,1.5439,-3.2992,0.76584,-0.23853,0.50141,-0.058685,5.3073,819.95,4.2099,0.93037,14.457,-0.092027,0.017044,683.31,0.04753,0.037932,0.043516,0.0,0.0,0.0,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,7.0,-0.23059,12.0,23.0
1,True,True,1.8548,0.031603,0.83621,0.92464,0.13183,0.32395,1.2648,0.034178,0.19295,-0.0040042,0.70291,-8.2163,0.16379,5.1053,4.4317,-0.15293,5.2978,0.020906,0.018613,0.055166,1.3154,14.844,0.24757,0.37896,207.18,12.477,2.8543,-0.037212,0.052712,0.47932,5.7638,0.51839,0.911095,4.9436,81.233,0.04496,0.15748,0.02261,0.16104,0.06229,5.6452,1.6476,2.6295,0.50735,0.28983000000000003,0.037793,5.1053,1073.8,2.3137,0.7524299999999999,12.399,-0.14193,0.18669,133.88,0.04753,0.18704,-0.15661,-0.0027724,-0.0029984,0.0,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,0.1896,15.8,22.571,4.0,36.0,85.437,27.07,26.102,16.0,16.0,0.2,26.0,-0.02625,9.0,31.0
10,True,True,1.1771,-0.010658,0.73796,0.62868,0.041262,0.11584,0.88805,-0.016953,-0.040674,0.01801,0.76973,0.74077,0.26204,2.8163,1.8978,0.065633,3.432,0.01045,0.088601,0.015981,0.81675,5.8403,0.11644,0.6539,-46.788,12.769,5.4273,-0.04762,0.084068,0.58069,2.7733,0.92367,0.88608,3.8843,189.7,-0.013846,0.32083,0.016622,-0.25608,0.10764,2.3992,-1.3307,2.4343,-0.099011,0.44206,-0.014442,2.8163,1150.3,2.4955,0.88356,12.305,0.082939,0.073205,712.22,0.04753,0.16185,0.42495,0.0,0.0,0.0,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,30.0,100.0,100.0,100.0,17.125,14.5,-7.0,9.0,0.079062,16.0,48.0
14,True,True,1.0629,0.10753,0.64329,0.43536,0.13183,0.033367,0.61061,-0.5928,0.30261,0.10727,0.56371,-8.1606,0.35671,1.8034,5.2668,-0.6166,2.9567,0.0283745,0.075558,0.3543,0.77231,1.0276,0.24757,0.53035,-390.71,11.571,13.048,0.30713,0.11294,0.32383,17.242,0.74383,0.82443,2.3073,68.353,0.1646,0.31662,0.43161,-0.16321,0.42369,1.2205,-1.24,0.84192,-0.60913,0.09354,-0.40119,1.8683,540.03,1.4868,0.7524299999999999,10.739,-0.52981,0.18669,344.31,-0.38271,0.18869,-0.063608,0.0,0.0,0.0,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,66.12,214.5,21.0,20.5,8.6,24.0,-0.48243,11.0,50.0
14,True,True,0.76579,0.0011808,0.75049,0.72823,0.037638,-0.17552,0.49692,0.0016215,0.0047327,-0.02373,0.57392,0.35472,0.24951,3.0079,3.5816,0.051685,3.5024,0.032929,0.1457,0.043938,1.2689,2.1064,0.080782,0.74945,15.612,14.424,-4.1489,0.40499,0.0010481,0.37242,3.3616,0.5114,0.9986,3.8102,100.51,0.0020575,0.0042006,0.045218,-0.16984,0.34572,2.9187,1.0565,0.7217,0.0034156,-0.70349,0.0015734,3.0652,3298.6,3.0037,0.91922,14.107,0.066364,0.058828,3748.6,0.04753,0.19113,1.2035,-0.038084,-0.052296,0.0,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,66.12,214.5,21.0,20.5,8.6,19.0,-0.31372,11.0,50.0
1,True,True,1.2684,-0.068104,0.82894,0.67133,-0.01882,0.18615,0.22056,-0.10145,0.30261,-0.11778,0.87974,-0.38202,0.17106,4.8459,13.104,-0.028034,0.86915,0.079831,0.073383,0.1151,0.7631,11.374,0.12734,0.69359,-276.83,10.795,3.6064,0.28252,0.13535,0.15298,11.574,0.22788,0.83672,0.99599,27.473,-0.077414,0.79123,0.11892,0.37582,0.059023,3.9245,-2.8517,2.8982,-1.1539,1.0882,-0.082159,7.4906,695.33,4.0547,0.87266,10.397,-0.018537,0.085489,112.92,0.04753,0.22259,0.31581,-0.055312,-0.082392,0.0,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,0.1896,15.8,22.571,4.0,36.0,85.437,27.07,26.102,16.0,16.0,0.2,22.0,-0.47875,12.0,28.0
7,True,True,1.0892,0.042808,0.89393,1.3329,0.11934,0.074741,0.60725,0.032116,0.40357,0.049201,0.91242,3.4975,0.10607,1.7677,3.2465,0.089535,3.171,0.057439,0.0256,0.068569,1.4608,15.931,0.14213,0.83768,828.0,10.969,17.834,0.35885,0.05625,0.50868,5.0603,0.38163,0.93708,3.6964,110.89,0.046917,0.5303,0.043093,0.29351,0.083668,2.1566,6.8857,1.2678,0.51164,0.70463,0.047887,8.4276,2051.7,1.4655,0.85787,11.256,0.09578,0.18945,954.86,0.77492,0.36059,0.0012374,0.0,0.0,0.22496,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,23.0,0.95167,14.0,26.0
3,True,True,0.82147,0.0040255,0.90404,0.85722,0.03718,-0.15213,0.4521,0.004696,0.041952,0.006116,0.70003,0.94857,0.095956,1.7677,3.0128,0.043373,3.799,0.036904,0.045724,0.043306,1.2246,3.4478,0.12265,0.85216,116.5,12.065,-5.6346,0.72685,0.051883,0.38526,1.5392,0.44943,0.94261,4.33,119.49,0.0057505,0.54069,0.04305,0.21306,0.24863,8.9334,-0.84178,0.38594,0.016191,0.28983000000000003,0.0044528,9.5232,2777.0,1.4655,0.87735,11.911,0.05261,0.10514,455.2,-0.72679,0.19797,2.855,-0.00042041,-0.00049043,0.0,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,90.0,36.07,35.273,17.0,15.0,-0.2,27.0,0.177,12.0,21.0
3,True,True,1.1626,0.0035142,0.77593,0.76066,0.071838,0.1138,0.61257,0.00462,0.015684,-0.099136,0.81379,0.95872,0.22407,3.463,3.4264,0.094443,1.7315,0.012051,0.098509,0.017216,0.93471,4.2192,0.16028,0.69999,17.125,12.18,6.6842,0.031355,0.075942,0.42879,13.149,0.56371,0.90213,2.062,105.07,0.0043183,0.33893,0.015843,0.11612,0.18029,3.3948,0.09980349999999999,1.2428,0.019492,0.50788,0.004529,3.5322,1091.9,3.124,0.83972,11.907,0.12886,0.12192,377.28,0.04753,0.36889,-0.0091355,-0.029586,-0.038895,0.0,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,90.0,36.07,35.273,17.0,15.0,-0.2,21.0,-0.4831,9.0,48.0
11,True,True,1.1613,-0.11012,0.84978,0.42867,-0.074765,0.080465,0.6685,-0.25688,0.30261,-0.071074,0.57922,-1.095,0.15022,5.6569,5.9605,-0.17441,2.0295,0.0066737,0.15929,0.013381,0.74008,1.2211,-0.056584,0.49876,-764.07,13.856,5.3274,-0.058107,0.052712,0.33342,26.835,0.7778,0.58693,1.9208,60.397,-0.19011,0.15748,0.015568,0.093611,0.35106,2.8536,0.09980349999999999,0.4279,-0.31367,0.53565,-0.12958,5.7237,1042.3,3.3202,1.0566,13.008,-0.13196,-0.024256,662.95,0.04753,0.22317,-0.14246,-0.0075134,-0.017527,0.0,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,20.0,-0.49316,24.0,39.0
6,True,True,0.69115,0.10753,0.82846,0.35836,0.13183,-0.2457,0.19842,-0.5338,0.30261,-0.13964,0.54984,-2.0957,0.17154,4.8296,2.5477,-0.35426,1.3077,0.0080283,0.16904,0.010092,0.65176,0.88642,0.24757,0.79554,-676.22,12.082,-1.4585,0.035242,0.032922,0.15785,4.8189,0.44048,0.96026,1.0594,141.31,-0.34791,0.19193,0.022403,0.056671,0.40428,2.0891,-0.3914,0.4243,-0.47317,0.28983000000000003,-0.2309,5.1094,606.38,4.6377,0.7524299999999999,11.056,-0.27788,0.18669,150.09,-0.16367,0.33826,-0.0072384,-0.00293885,0.33944,0.0,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,20.0,-0.49362,8.0,17.0
14,True,True,0.95871,0.00041608,0.85176,0.30112,0.036069,-0.033676,0.40975,0.0013818,0.0028068,-0.010046,0.78191,0.74508,0.14824,5.7457,2.2484,0.11978,0.72523,0.022098,0.16076,0.027094,0.38511,1.4307,0.04079,0.81559,2.8944,14.04,-8.9417,0.18126,0.03617,0.33419,4.5735,1.1098,0.95753,0.75607,160.12,0.00053213,0.24399,0.073385,-0.22093,0.21047,2.0313,-0.71263,0.70434,0.0019769,-0.22717,0.0004885,5.7867,1031.2,5.5017,0.95921,12.84,0.17684,0.012283,849.22,-0.55356,0.39828,0.20354,-0.014457,-0.048012,0.2247,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,66.12,214.5,21.0,20.5,8.6,20.0,-0.069883,22.0,40.0
2,True,True,1.6988,0.028931,0.56967,0.28909,-0.036253,0.21861,0.67484,0.10007,0.067229,0.0044898,0.53145,-6.8274,0.43033,1.3238,1.6518,-0.1254,0.91888,0.014097,0.018368,0.045062,0.54398,0.65661,-0.0081923,0.31284,135.57,12.384,1.3224,0.54136,0.25683,0.21111,3.7495,0.73026,0.911095,0.91142,217.94,0.054438,0.59681,0.048763,-0.35527,0.44028,0.67179,-0.71206,0.9774,0.065709,0.508,0.050786,1.326,2016.5,0.72696,1.0082,11.143,-0.090897,-0.0023684,62.98,-0.55287,0.31719,0.67373,0.0017909,0.0061949,0.0,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,20.0,0.021039,10.0,43.0
12,True,True,0.82876,0.0024516,0.88944,0.42735,0.0096099,-0.13826,0.5661,0.0057368,0.022175,-0.029611,0.66912,1.0063,0.11056,1.7677,1.3941,0.022487,2.4567,0.00095846,0.022346,0.0011871,0.63868,1.325,0.048491,0.80737,18.707,13.951,-3.0909,0.33189,0.082066,0.45705,2.2988,1.0695,0.90773,2.5819,258.24,0.003664,0.74227,0.0022428,0.18757,0.32252,3.8653,1.0993,0.3428,0.0076014,-1.2505,0.0027564,8.1768,843.61,1.4655,0.95151,13.1,0.076341,0.020723,754.81,0.04753,0.16552,0.25977,-0.0065913,-0.015424,0.0,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839.0,-25.841,15.6,36.03,2.0,32.0,87.1,175.9,178.1,20.0,14.5,0.2,20.0,-0.22594,21.0,40.0
13,True,True,0.64653,-0.09912,0.91626,0.095626,-0.064471,-0.29653,0.31755,-1.0365,0.30261,-0.013403,0.54237,-2.0142,0.083737,1.7677,0.55095,-0.6742,1.0967,0.0052583,0.33472,0.0062681,0.17631,1.2703,0.071936,0.8389,-1122.4,14.856,-0.32249,-0.16438,0.077368,0.26639,0.51127,2.7858,0.91556,1.1817,653.41,-0.18275,0.92394,0.054988,-0.84811,0.075279,1.142,-3.2302,1.1123,-1.3167,0.28983000000000003,-0.10818,20.22,948.22,1.4655,0.92806,12.509,-0.57064,0.0068789,241.92,0.04753,0.080924,-0.095906,-0.026402,-0.2761,0.0,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,17.0,14.5,6.4,25.0,-0.15178,26.0,58.0
7,True,True,1.0335,-0.073828,0.86506,0.31855,-0.067301,0.027883,0.15051,-0.23176,0.30261,-0.092978,0.859,-0.84006,0.13494,6.4105,3.2525,-0.21127,0.38346,0.015249,0.25149,0.018347,0.37084,5.2728,0.1242,0.83112,-356.11,13.266,11.425,0.032342,0.033937,0.12509,3.0819,0.39268,0.96077,0.43784,110.69,-0.085947,0.25149,0.047868,-0.46684,0.060414,2.3606,-2.7273,2.2336,-1.222,0.20663,-0.085345,6.4105,650.89,6.159,0.8758,12.122,-0.18567,0.039565,336.82,0.04753,0.22259,-0.077035,-0.026433,-0.082979,0.0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,22.0,-0.44847,14.0,40.0
7,True,True,0.97938,0.032187,0.90112,1.3789,0.11389,-0.016005,0.26708,0.023342,0.32552,0.029726,0.75998,1.6567,0.098877,1.7677,15.205,0.082594,2.4371,0.094865,0.049854,0.12225,1.8144,6.769,0.12938,0.77599,517.15,12.249,-86.157,0.047118,0.12514,0.20725,9.8217,0.1503,0.86113,2.7993,23.677,0.042352,1.2656,0.068797,0.11349,0.20371,2.1566,-0.16318,0.48538,0.158,-0.16187,0.035718,9.3578,1588.7,1.4655,0.87062,12.571,0.098968,0.1784,718.26,-0.088839,0.49259,0.47764,-0.0050173,-0.0036386,0.18745,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,9.0,0.47762,13.0,39.0
7,True,True,0.84144,0.046646,0.82839,1.1028,0.12833,-0.12943,0.4441,0.042297,0.27181,0.042631,0.68685,1.8962,0.17161,4.8272,3.8129,0.11637,2.7615,0.035532,0.061371,0.043529,1.6056,3.5863,0.19917,0.81628,570.78,11.855,-8.5207,-0.025545,0.012109,0.36251,4.9876,0.32872,0.98538,3.4484,94.417,0.067912,0.070562,0.032219,-0.056385,0.3075,6.4262,0.59398,0.55807,0.15169,-0.75419,0.056309,4.8272,2099.9,4.7566,0.80082,11.952,0.14115,0.21965,459.13,0.22898,0.31981,0.038669,-0.0089611,-0.0081257,0.126035,-0.075348,-0.23637,-3.0266,5.7748,-20.982,28.184,10.4,9667.3,4.7909,25.4,41.598,0.0,28.0,79.951,66.12,59.471,18.0,12.0,-13.4,26.0,0.52165,13.0,47.0
6,True,True,0.72601,0.10753,0.79452,0.22155,-0.024119,-0.19489,0.60304,-0.60366,0.30261,-0.13862,0.5164,-0.22017,0.20548,3.8666,2.1008,-0.10887,2.7267,0.011034,0.49445,0.015513,0.42903,1.8877,0.049587,0.71129,-419.11,13.466,-1.1368,-0.019538,0.08323,0.42894,6.5935,1.9361,0.89525,2.8689,171.36,-0.25899,0.40505,0.049804,-0.11117,0.11737,1.0782,0.080091,1.7508,-1.1396,-0.94843,-0.16833,3.9096,643.91,3.4616,0.95041,11.959,-0.052576,0.010986,1882.1,0.041716,0.077225,-0.031484,-0.0094855,-0.042814,0.0,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,21.0,-0.43438,6.0,12.0
2,True,True,0.72207,-0.06235,0.7508,0.66874,0.13183,-0.17914,0.27136,-0.093234,-0.2502,-0.066367,0.46542,-2.4441,0.2492,3.0128,9.0179,-0.17139,3.0837,0.01346,0.070124,0.020882,1.4369,1.3512,0.12021,0.64456,-256.29,13.332,-3.733,-0.071563,0.10623,0.17491,3.288,0.26155,0.8585,3.5051,39.92,-0.13396,0.42629,0.020127,-0.25691,0.49492,2.6835,-1.5219,0.50352,-0.12598,-0.71886,-0.083045,3.0128,1024.3,2.5865,0.87979,12.93,-0.085216,0.080386,278.22,0.04753,0.19079,-0.13668,-0.00293885,-0.22644,0.0,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,22.0,-0.2728,10.0,29.0
4,True,True,1.1018,0.10753,0.76896,0.51417,0.13183,0.069557,0.39667,-0.31734,0.30261,0.10727,0.75262,-2.3427,0.23104,3.3283,4.0982,-0.2151,1.6198,0.010699,0.091817,0.015663,0.68318,2.4206,0.24757,0.68306,-387.0,14.063,7.3921,-0.037109,0.085898,0.27095,10.829,0.52697,0.88829,1.4579,87.843,-0.2168,0.37179,0.020808,-0.12266,0.21241,2.2255,-4.7295,1.0877,-0.76815,0.30106,-0.21219,3.3283,547.97,2.9565,0.7524299999999999,13.398,-0.17525,0.18669,290.49,0.04753,0.35269,0.074785,-0.041583,-0.080873,0.0,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4.0,33.0,54.806,39.8,38.377,17.167,16.0,5.6,12.0,-0.47413,11.0,39.0
10,True,True,1.427,-0.054647,0.56657,0.37941,-0.00099334,0.22884,0.88616,-0.14403,-0.12609,-0.04946,0.76476,-0.018279,0.43341,1.3072,1.4021,-0.0026181,2.305,0.0283745,0.14323,0.25136,0.49612,5.9824,0.25766,0.53592,-121.88,11.191,1.658,-0.12617,0.030655,0.47491,3.3755,1.2517,0.94589,3.105,256.76,-0.071457,0.070731,0.35504,-0.49513,0.063422,0.87541,-2.2643,6.8338,-0.86165,0.528,-0.096452,1.3072,966.65,1.2365,0.74234,10.222,0.019636,0.097761,376.73,0.04753,0.12219,-0.067167,-0.00293885,-0.20512,0.0,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,30.0,100.0,100.0,100.0,17.125,14.5,-7.0,22.0,-0.11031,10.0,21.0
2,True,True,1.1929,-0.00014128,0.89049,0.80924,0.083439,0.14973,0.21727,-0.00017458,-0.00129,-0.01025,0.92588,0.83217,0.10951,1.7677,7.0951,0.10311,0.89347,0.043497,0.1239,0.056042,0.87402,18.048,0.24879,0.77615,-1.8,11.755,5.4047,0.22322,0.11434,0.16864,26.607,0.20839,0.8716,1.1894,50.739,-0.00015259,1.0441,0.053751,0.25479,0.044839,7.3895,-1.007,2.4423,-0.0031507,1.3672,-0.00015865,9.4297,1395.3,1.4655,0.75121,11.544,0.12759,0.20133,291.26,0.04753,0.22259,-0.069998,-0.010219,-0.012628,0.0,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,22.0,-0.1306,13.0,28.0
3,True,True,0.9805,0.019493,0.8702,0.73219,0.037918,-0.016457,0.32985,0.026623,0.15018,0.025595,0.82734,0.42613,0.1298,6.7043,9.5818,0.051787,1.242,0.052976,0.12153,0.062784,0.885,5.8033,0.12112,0.84379,278.67,12.969,-44.491,0.40382,0.026409,0.27832,24.453,0.38012,0.96965,1.4132,37.571,0.023561,0.20346,0.072353,-0.016706,0.12617,5.6411,-0.57367,1.0288,0.1545,-0.12679,0.022401,6.7043,1855.5,1.4655,0.87888,12.657,0.06257,0.088684,620.58,-0.4022,0.22259,0.064654,-0.020339,-0.027779,0.078686,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,90.0,36.07,35.273,17.0,15.0,-0.2,9.0,0.3659,9.0,48.0
8,True,True,0.45348,-0.078299,0.74944,0.39447,-0.051649,-0.25485,0.10978,-0.19849,-0.3125,0.10727,0.670855,-1.5763,0.25056,2.9911,12.255,-0.13093,2.1028,0.011693,0.083063,0.025075,1.8654,0.56285,0.18791,0.46633,-189.5,10.094,-1.5478,-0.051311,0.052712,0.051194,16.186,0.12978,0.62223,2.5894,29.375,0.1646,1.1299,0.029643,0.0085569,0.21753499999999998,1.5744,-0.78102,0.35751,-0.11172,-1.0172,-0.10448,2.9911,606.4,1.8611,0.81209,12.797,0.027967,0.074126,176.8,-0.28084,0.15234,-0.010039,-0.0031816,-0.0080654,0.0,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,20.0,-0.48,11.0,27.0
5,True,True,1.0339,0.022048,0.91289,0.49602,0.096189,0.02974,0.73906,0.04445,0.25311,-0.0018108,0.90669,2.6337,0.08711,1.7677,7.1876,0.19392,3.1881,0.0014389,0.07363,0.0016408,0.54707,5.7,0.22792,0.87695,272.75,12.419,16.679,0.059236,0.035944,0.64811,12.187,1.3066,0.96063,4.1292,50.086,0.024318,0.41263,0.0029009,0.41743,0.087022,5.6942,0.84415,1.001,0.25337,0.34141,0.024152,10.48,1077.6,1.4655,0.77208,11.718,0.21802,0.11305,452.85,0.2968,0.12012,-0.11853,-0.025625,-0.051662,0.037579,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4.0,31.0,59.806,44.53,42.822,15.5,14.0,2.1,26.0,-0.0224,12.0,34.0
11,True,True,1.0528,0.049842,0.87622,1.3823,0.19593,0.03548,0.45507,0.036056,0.40267,0.022515,0.70775,1.3952,0.12378,7.0791,14.042,0.14174,3.1376,0.0285,0.10159,0.042394,1.9531,8.0501,0.18941,0.67227,610.55,13.345,38.96,-0.1118,0.20396,0.30593,937.11,0.22131,0.76723,3.8708,25.637,0.070423,0.15748,0.020617,0.74667,0.17172,2.1566,1.6376,0.72082,0.29026,0.28665,0.056882,8.3815,1516.2,5.4313,0.81059,13.669,0.15525,0.26182,3062.4,0.04753,0.35712,0.064234,0.0,0.0,0.0,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,18.0,0.2758,21.0,41.0
