Time,CLASS,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,financial_distress
6,False,0.79003,0.14475,0.64154,0.7479,0.24568,-0.12723,0.44677,0.19354,0.40379,0.17843,0.47869,3.4446,0.35846,1.7897,3.0153,0.32849,2.4829,0.01118,0.095364,0.018451,1.5624,1.6936,0.41882,0.60592,884.4,11.991,-5.8785,0.11474,0.035615,0.27071,31.243,0.36196,0.94449,4.2722,119.39,0.30238,0.099353,0.014948,0.068472,0.44159,2.0864,-0.11426,0.81175,0.32778,-0.35492,0.22562,1.7897,2190.2,1.6903,0.58118,11.701,0.39548,0.31323,442.07,-0.060591,0.17506,0.058827,-0.0013386,-0.0017898,0.21341,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,29.0,1.0902,9.0,52.0,False
8,False,0.82928,0.0085797,0.72331,0.49624,0.034859,-0.080264,0.49048,0.017289,0.031008,0.18647,0.3899,1.281,0.27669,2.6141,2.5879,0.070245,3.2078,0.0095788,0.054836,0.020373,1.2728,0.83944,0.10132,0.47016,104.13,13.093,-6.1826,-0.11308,0.25315,0.2306,9.3955,0.4647,0.65001,3.5695,139.11,0.022005,0.91491,0.019303,-0.27862,0.59116,1.7935,-0.9149,0.46805,0.014513,-0.29009,0.011862,2.6141,3358.0,1.6992,0.89868,12.392,0.094185,0.050277,616.11,0.04753,0.13902,0.17303,-0.0059965,-0.012084,0.0,-0.034943,-1.4056,-1.7099,2.0608,18.193,19.911,11.15,9823.3,28.252,18.1,19.943,1.0,28.0,82.306,69.66,61.675,17.0,12.0,-6.1,25.0,2.263,19.0,47.0,False
3,True,0.82147,0.0040255,0.90404,0.85722,0.03718,-0.15213,0.4521,0.004696,0.041952,0.006116,0.70003,0.94857,0.095956,1.7677,3.0128,0.043373,3.799,0.036904,0.045724,0.043306,1.2246,3.4478,0.12265,0.85216,116.5,12.065,-5.6346,0.72685,0.051883,0.38526,1.5392,0.44943,0.94261,4.33,119.49,0.0057505,0.54069,0.04305,0.21306,0.24863,8.9334,-0.84178,0.38594,0.016191,0.28983000000000003,0.0044528,9.5232,2777.0,1.4655,0.87735,11.911,0.05261,0.10514,455.2,-0.72679,0.19797,2.855,-0.00042041,-0.00049043,0.0,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,90.0,36.07,35.273,17.0,15.0,-0.2,27.0,0.177,12.0,21.0,True
7,True,0.81963,-0.10931,0.82278,0.68913,-0.048175,-0.13377,0.18589,-0.15863,0.30261,-0.092046,0.60785,-0.55697,0.17722,4.6426,7.0836,-0.069907,1.8398,0.023451,0.12551,0.031621,1.1337,3.0544,-0.052892,0.74162,-446.56,12.227,-5.1516,-0.094249,0.081153,0.13786,36.584,0.20005,0.90137,1.7474,50.822,-0.17984,0.45791,0.03403,-0.19622,0.22562,3.8884,-2.9207,0.7855,-0.48451,-0.7548,-0.13286,4.6426,723.98,4.1847,1.0529,11.855,-0.060146,-0.036449,106.63,0.04753,0.39437,0.0041619,-0.012396,-0.017988,0.0,3.3272,5.7824,-1.6045,5.8007,-9.1628,21.823,10.45,9512.3,-2.9491,21.9,21.483,1.0,28.5,73.107,59.43,54.339,16.75,12.0,-9.9,19.0,-0.37602,11.0,46.0,True
12,False,2.1723,0.31945,0.44139,0.94698,0.13183,0.48126,1.392,0.33734,0.57188,0.40179,0.89178,10.686,0.55861,0.79017,4.9692,0.45132,1.9826,0.038543,0.042237,0.093889,1.0619,8.9567,0.49243,0.41052,2248.3,14.381,1.9677,0.3707,0.030874,0.57144,9.535,0.60344,0.93005,3.9062,72.446,0.35822,0.05527,0.040701,0.78254,0.10573,1.6953,1.3512,5.2834,3.0214,0.86153,0.72374,0.79061,3931.4,0.7349,0.50757,14.326,0.46243,0.46633,4272.3,0.4032,0.24243,-0.13228,0.00012618,0.00013324,0.21425,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839.0,-25.841,15.6,36.03,2.0,32.0,87.1,175.9,178.1,20.0,14.5,0.2,29.0,2.8277,18.0,38.0,False
8,False,1.8248,-0.014754,0.61231,0.3916,0.0066628,0.39481,0.62549,-0.037676,-0.038056,0.093193,0.87349,0.2227,0.38769,1.5794,1.943,0.017014,0.58931,0.087009,0.076399,0.18177,0.44832,6.5571,0.14699,0.47868,-53.113,13.187,0.99186,-0.071854,0.13363,0.29941,309.97,0.76458,0.78176,0.69086,185.28,-0.016891,0.34468,0.22219,0.29807,0.059722,1.0101,-1.7981,6.4916,-0.24704,1.0184,-0.024095,1.5794,1395.7,1.2347,0.85301,12.25,0.038164,0.057561,276.38,0.04753,0.22259,-0.11726,-0.00293885,0.15967,0.0,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,28.0,0.33549,20.0,36.0,False
14,False,1.0402,0.13651,0.42628,1.2312,0.19852,0.015693,0.32027,0.11088,0.23794,0.16862,0.40613,4.8842,0.57372,0.743,10.987,0.16124,5.6925,0.0089028,0.033013,0.022802,3.0316,2.212,0.18896,0.39044,353.58,13.471,78.456,0.067073,0.03584,0.12504,7.5348,0.10156,0.91592,7.0187,32.767,0.33613,0.062468,0.0072309,0.47789,0.5566,2.146,-0.12697,1.0308,0.24526,0.027353,0.32024,0.74366,1486.0,0.68053,0.81104,13.679,0.1742,0.23265,3008.6,-0.067791,0.17542,0.19494,-0.0036421,-0.0029581,0.18045,0.81424,-2.9663,9.6506,-12.385,3.7123,26.178,10.8,33651.0,-45.166,13.75,18.221,1.5,29.5,92.3,215.35,209.5,21.5,14.5,7.5,19.0,0.43675,21.0,58.0,False
4,True,0.20651,-0.0426,0.42376,0.057396,-0.037073,-0.25798,0.07863,-0.74221,-0.073928,-0.094227,0.670855,-6.7069,0.57624,0.7354,4.2641,-0.64591,1.237,0.0024714,0.096305,0.0076016,0.85489,0.24478,0.17398,0.32512,-182.78,13.428,-0.22248,0.11701,0.098647,0.025564,4.1285,0.44539,0.76721,1.4976,84.425,0.1646,0.17119,0.043059,0.41652,0.23448,0.099605,-3.1214,2.4575,-0.18168,-0.44769,-0.10053,0.7354,2472.4,0.56421,0.82602,10.571,-0.49471,0.0099858,39.166,-0.60948,0.038326,0.091044,-0.00062595,-0.010906,0.0,4.7675,9.1877,1.819,1.3561,-14.819,33.275,11.2,8968.6,-11.074,11.6,40.747,3.0,33.5,71.323,38.868,37.601,17.125,15.75,4.15,28.0,-0.40429,11.0,44.0,True
2,True,0.8049,-0.041384,0.86959,0.65653,0.00048304,-0.15997,0.47719,-0.063035,-0.31734,-0.085274,0.66,0.010654,0.13041,6.6682,1.8132,0.00073575,2.5647,0.029202,0.069058,0.035613,0.99474,2.0149,0.12487,0.81998,-204.67,11.397,-4.104,0.035526,0.049614,0.39128,3.4562,0.59598,0.94295,2.9307,198.54,-0.062703,0.38045,0.044479,-0.23768,0.32584,5.0344,-1.5314,0.40022,-0.12701,-1.2267,-0.04759,6.6682,644.94,6.2877,0.87513,10.976,0.026436,0.081982,174.98,0.04753,0.22402,1.8433,-0.00293885,-0.12263,0.0,7.2704,11.243,8.7956,18.321,79.728,28.105,12.3,8157.1,182.57,15.7,43.027,2.0,36.0,96.262,29.19,28.148,16.5,16.0,0.3,26.0,-0.42172,8.0,42.0,True
8,False,1.1964,0.10042,0.78684,0.80889,0.18863,0.14501,0.94174,0.12415,0.47113,0.11034,0.8835,3.3727,0.21316,3.6914,1.2205,0.2332,3.7382,0.0085291,0.069143,0.011549,0.91555,7.4279,0.295,0.7385,1074.4,14.288,5.5782,0.32,0.048348,0.69547,2.5779,0.85978,0.93855,5.3024,294.96,0.11367,0.22682,0.010544,0.32285,0.1089,3.7948,0.12451,1.9574,0.92218,0.68029,0.12763,3.6914,2280.4,3.4646,0.705,14.076,0.24443,0.23862,2277.3,0.058607,0.15255,0.025425,0.0,0.0,0.20481,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,29.0,1.1804,10.0,26.0,False
13,False,1.2009,0.060522,0.83404,0.087327,0.062156,0.16696,0.47149,0.69304,0.36468,0.11111,0.9981,12.508,0.16596,5.0255,0.27681,0.71175,0.015022,0.039309,0.056902,0.047295,0.087493,75.861,0.24757,0.83114,1351.9,12.653,0.52303,0.66446,0.0029003,0.39188,0.018578,4.4874,0.99652,0.14626,1300.5,0.060637,0.017476,0.45013,-0.39606,0.0011511,0.52619,-0.47097,144.17,52.575,1.006,0.072565,5.0287,3707.2,5.0081,0.7524299999999999,10.215,0.71487,0.078358,2100.8,-0.30802,0.22259,0.097561,0.0011895,0.013621,0.0,1.4449,0.43048,2.0451,-11.22,43.425,30.578,10.5,32320.0,-41.981,25.15,29.301,2.0,31.0,90.0,189.55,191.3,21.0,18.25,-6.9,30.0,2.482,2.0,8.0,False
11,False,1.2329,0.016775,0.76894,1.0162,0.005209,0.15091,0.95205,0.016508,0.0726,0.13584,0.79879,2287.0,0.23106,3.3279,4.6781,0.0051262,6.049,0.051393,0.0,0.079326,1.2721,5.1744,0.07997,0.64787,193.79,12.992,6.7333,0.15804,0.12107,0.61681,8.7458,0.607,0.84255,6.5748,76.955,0.021,0.52397,0.050576,-0.10884,0.19638,4.3978,-0.86078,1.1766,0.085419,0.65315,0.021816,3.3811,2669.3,2.8039,0.92003,13.008,0.03582,0.081262,1107.1,-0.75559,0.15455,-0.0055133,-0.023911,-0.023531,0.2375,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,7.0,1.5693,3.0,21.0,False
10,True,1.427,-0.054647,0.56657,0.37941,-0.00099334,0.22884,0.88616,-0.14403,-0.12609,-0.04946,0.76476,-0.018279,0.43341,1.3072,1.4021,-0.0026181,2.305,0.0283745,0.14323,0.25136,0.49612,5.9824,0.25766,0.53592,-121.88,11.191,1.658,-0.12617,0.030655,0.47491,3.3755,1.2517,0.94589,3.105,256.76,-0.071457,0.070731,0.35504,-0.49513,0.063422,0.87541,-2.2643,6.8338,-0.86165,0.528,-0.096452,1.3072,966.65,1.2365,0.74234,10.222,0.019636,0.097761,376.73,0.04753,0.12219,-0.067167,-0.00293885,-0.20512,0.0,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,30.0,100.0,100.0,100.0,17.125,14.5,-7.0,22.0,-0.11031,10.0,21.0,True
1,False,0.75614,0.20884,0.81673,1.2513,0.25636,-0.19279,0.35632,0.16689,0.30261,0.010411,0.59778,20.407,0.18327,4.4565,8.0743,0.20488,3.4282,0.02451,0.010039,0.031003,2.0933,3.3741,0.22057,0.79057,1340.7,12.456,-6.4906,0.14456,0.02616,0.28169,12.552,0.22512,0.96797,4.3983,44.586,0.34935,0.14274,0.019587,0.086402,0.37085,6.8277,-0.13203,0.49418,0.56313,-1.0519,0.2557,4.4565,1176.6,4.3137,0.77943,12.68,0.22492,0.27601,325.9,-0.070683,0.2845,0.31774,0.0,0.0,0.1919,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,0.1896,15.8,22.571,4.0,36.0,85.437,27.07,26.102,16.0,16.0,0.2,25.0,0.066841,7.0,37.0,False
3,False,1.3305,0.17304,0.58254,1.266,0.1595,0.1839,0.58143,0.13668,0.4145,0.15678,0.7403,12.485,0.41746,1.3954,16.46,0.12599,4.2662,0.057965,0.010092,0.10418,1.7101,7.4322,0.15809,0.5564,2249.3,12.874,6.8842,0.018465,0.026139,0.32351,9.5014,0.25554,0.95513,5.0673,21.871,0.23374,0.062614,0.045787,0.23075,0.17034,3.0326,-0.20296,2.4508,1.0159,0.44051,0.29704,1.4189,5426.4,1.3328,0.84191,13.11,0.13956,0.20013,478.84,-0.11294,0.24983,0.17435,0.0,0.0,0.162,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747.0,11.946,15.2,20.7,0.0,35.0,90.0,36.07,35.273,17.0,15.0,-0.2,9.0,2.038,4.0,14.0,False
5,True,1.1563,0.012021,0.80979,0.76064,0.050025,0.11024,0.49668,0.015804,0.063202,0.010049,0.81547,1.2445,0.19021,4.2575,2.2723,0.065766,1.5597,0.015533,0.052847,0.022025,0.93276,4.8522,0.13019,0.70523,73.4,11.936,6.8997,0.13415,0.10456,0.35028,9.7304,0.4605,0.87088,1.7931,158.43,0.014742,0.54973,0.020421,0.099695,0.15676,3.999,-0.43065,1.2133,0.076685,0.5796,0.014845,4.2575,1161.4,3.7077,0.86981,11.662,0.10557,0.099027,262.09,-0.27442,0.42419,-0.14634,-0.00066822,-0.00087849,0.22508,5.2315,7.8486,2.9999,1.322,-9.0422,36.859,11.4,9134.2,-31.329,11.15,36.293,4.0,32.0,57.306,42.165,40.6,16.333,15.0,3.85,14.0,0.06136,9.0,33.0,True
6,True,0.98949,0.080388,0.76228,0.69112,0.1312,-0.0042914,0.45744,0.11632,0.33817,0.09152,0.40402,6.6296,0.23772,3.2067,5.532,0.18983,3.0702,0.032112,0.028634,0.078645,1.7106,1.2361,0.20764,0.40831,2248.0,15.345,-161.05,0.42918,0.052712,0.18678,12.56,0.27025,0.911095,3.8747,65.076,0.19897,0.15748,0.046463,0.12654,0.55912,2.9073,-0.10582,0.42516,0.14378,-0.018053,0.10546,3.2141,6647.6,1.7176,0.79236,14.975,0.20847,0.1435,1289.5,-0.055867,0.17837,0.24629,-0.0032942,-0.0047665,0.16963,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2.0,29.0,66.262,52.74,49.206,15.5,12.0,-6.4,18.0,2.5593,12.0,41.0,True
2,True,1.1382,0.1681,0.79286,0.94626,0.019535,0.086275,0.88692,0.17765,0.81155,0.080312,0.71072,0.48192,0.20714,3.8277,3.6971,0.020644,5.6441,0.023125,0.042837,0.037033,1.3314,6.1914,0.211,0.62445,1458.0,11.014,10.968,0.26076,0.16842,0.55384,9.671,0.58529,0.78759,7.1535,97.372,0.23652,0.81306,0.024439,0.49547,0.15283,4.5682,0.78489,1.3553,1.0999,0.41651,0.21202,3.8277,1796.6,3.0146,0.789,10.959,0.029034,0.19966,123.81,0.28184,0.13228,1.4139,-0.00293885,-0.12183,0.0048752,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,26.0,0.69657,10.0,46.0,True
2,False,0.95295,0.0043671,0.81328,0.69978,0.071053,-0.035597,0.47321,0.0062407,0.023389,-0.020789,0.72092,0.91176,0.18672,4.3556,3.1833,0.10154,1.7154,0.072279,0.11136,0.095543,0.97068,2.6286,0.19609,0.75652,23.15,11.571,-19.658,-0.24879,0.056763,0.35799,12.441,0.51158,0.9302,2.1338,113.09,0.0060578,0.304,0.10329,-0.29646,0.26622,3.7477,-0.38431,0.70139,0.016404,-0.19064,0.0053698,4.3556,989.8,4.0516,0.80391,11.214,0.13379,0.13722,213.8,-0.23786,0.32795,-0.24717,-0.038267,-0.054684,0.22575,7.4166,7.105,14.321,18.77,28.286,26.124,11.8,8322.8,0.1896,15.6,24.579,0.0,36.0,107.09,31.31,30.194,17.0,16.0,0.4,26.0,-0.1102,9.0,31.0,False
13,False,1.1029,0.025157,0.80291,1.1455,0.056899,0.08017,0.61349,0.021962,0.12764,0.041761,0.85943,0.88927,0.19709,4.0738,7.9373,0.049672,3.2766,0.09244,0.055858,0.11862,1.3328,8.3644,0.068401,0.77926,301.17,15.5,14.288,0.19497,0.023645,0.47807,8.1166,0.41735,0.97055,3.5172,45.355,0.029272,0.11997,0.080699,0.30529,0.13695,5.812,0.11867,1.4392,0.1837,0.40677,0.031333,4.0892,2359.4,3.9538,0.9316,15.635,0.066015,0.078352,4554.1,0.056013,0.32568,-0.068148,-0.0096506,-0.0084249,0.0,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801.0,-58.122,15.6,22.571,2.0,30.0,92.9,203.2,204.5,17.0,14.5,6.4,18.0,0.49993,20.0,32.0,False
1,True,1.105,0.06253,0.85958,0.76085,0.070072,0.080725,0.6452,0.082185,0.4453,0.0071998,0.84947,1.0355,0.14042,6.1213,2.5159,0.092098,2.095,0.010186,0.088942,0.01325,0.89567,7.9421,0.20666,0.76874,590.82,12.535,9.4251,0.38724,0.090833,0.49599,5.0625,0.65189,0.89433,2.6407,143.09,0.073611,0.64685,0.013388,0.11271,0.095799,5.4182,0.50104,1.4658,0.65272,0.57487,0.072745,6.1213,1326.8,5.4744,0.79334,12.261,0.10496,0.15724,158.79,0.20033,0.28812,-0.21845,-0.018082,-0.023766,0.21855,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,0.1896,15.8,22.571,4.0,36.0,85.437,27.07,26.102,16.0,16.0,0.2,25.0,0.068027,7.0,47.0,True
4,False,0.63739,0.041058,0.70843,0.53991,0.044846,-0.1454,0.39738,0.076045,0.14081,0.013606,0.25559,1.2963,0.29157,2.4297,11.277,0.083061,6.624,0.10238,0.064077,0.25532,2.1124,0.80694,0.11431,0.40099,239.61,12.448,-3.7132,0.33998,0.052712,0.15935,101.43,0.29514,0.911095,7.4789,31.923,0.16064,1.0544,0.18963,0.23312,0.21753499999999998,1.8517,0.32359,0.43578,0.061364,-0.49869,0.057956,2.4297,1701.6,1.3753,0.88569,11.832,0.18999,0.061718,475.91,0.13926,0.072192,0.55614,-0.0019863,-0.003679,0.079475,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4.0,33.0,54.806,39.8,38.377,17.167,16.0,5.6,19.0,0.079404,8.0,42.0,False
8,False,1.3814,0.17671,0.60882,1.0587,0.25491,0.22317,0.87206,0.16691,0.45174,0.16868,0.80825,7.0525,0.39118,1.5563,2.129,0.24077,2.525,0.0039801,0.034139,0.0068026,1.3099,6.2965,0.34125,0.58508,874.67,11.908,4.7441,0.10703,0.023732,0.51023,7.9608,0.48193,0.96102,3.8331,169.09,0.21864,0.060668,0.0037593,0.35226,0.16815,2.7065,0.29753,2.3265,1.0509,0.57049,0.29026,1.565,1936.2,1.4957,0.65875,11.965,0.25925,0.36129,774.43,0.1295,0.27621,0.075002,-0.051014,-0.048184,0.2,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2.0,28.0,84.66,73.2,63.88,16.0,12.0,1.2,29.0,0.83493,9.0,46.0,False
5,False,1.0317,0.1198,0.65457,0.92186,0.2148,0.019154,0.60269,0.12996,0.34682,0.12421,0.6235,3.2439,0.34543,1.8949,2.6325,0.233,3.119,0.0081254,0.071828,0.013445,1.4785,2.5158,0.28277,0.60435,866.47,12.288,48.128,-0.0017529,0.050218,0.36423,11.35,0.39511,0.92328,4.3487,136.75,0.19215,0.14538,0.0088142,0.48229,0.36642,2.6687,1.8129,0.94272,0.32695,0.05545,0.18303,1.923,2498.3,1.7495,0.71723,12.206,0.27337,0.26068,574.77,0.47546,0.21198,0.0016252,0.0,0.0,0.22378,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4.0,31.0,59.806,44.53,42.822,15.5,14.0,2.1,29.0,0.89833,16.0,43.0,False
14,True,0.85349,-0.052214,0.96471,0.27762,0.13183,-0.13648,0.67854,-0.18808,0.30261,-0.025002,0.79505,-0.91102,0.035288,1.7677,0.46252,-0.50922,1.5249,0.0014869,0.55895,0.0015961,0.34919,4.4116,0.18118,0.5425,-1006.7,13.268,-2.0341,-0.27986,0.033176,0.63208,3.6744,2.2768,0.96561,1.8623,778.34,-0.065674,0.94013,0.0053557,-0.62971,0.06293,7.8672,0.09980349999999999,0.56076,-0.82972,0.28983000000000003,-0.054124,28.31,680.37,1.4655,0.81882,11.987,-0.48459,0.0503,1264.4,0.04753,0.14907,-0.59779,-0.061734,-0.22237,0.0,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,66.12,214.5,21.0,20.5,8.6,25.0,-0.48203,27.0,47.0,True
10,False,0.63087,0.03197,0.9231,0.84301,0.12763,0.104325,0.24638,0.037923,0.41574,0.032625,0.56243,1.3873,0.076899,1.7677,4.6904,0.15139,2.2067,0.023762,0.10913,0.026653,1.4989,2.0279,0.23849,0.89151,794.42,14.531,-2.5617,0.41319,0.031586,0.21965,6.7482,0.26056,0.96578,2.8978,76.753,0.056842,0.41075,0.028187,0.27677,0.41571,2.1566,-0.59663,0.18498,0.076903,0.28983000000000003,0.034633,12.349,1910.9,1.4655,0.76151,14.36,0.1793,0.20105,2988.1,-0.42514,0.29092,0.5172,0.0,0.0,0.093475,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,30.0,100.0,100.0,100.0,17.125,14.5,-7.0,26.0,0.81071,13.0,46.0,False
7,False,1.3809,0.098377,0.66547,0.51604,0.11115,0.17106,0.21026,0.19064,0.29407,0.1742,0.62017,3.5068,0.33453,1.9893,7.0474,0.21538,0.77081,0.008386,0.061419,0.018672,0.83209,1.5445,0.28766,0.44912,676.0,12.013,3.0168,-0.0027634,0.21635,0.094429,66.546,0.18299,0.67489,1.0821,51.083,0.15863,0.64673,0.016251,-0.4823,0.33411,1.5426,-0.44423,1.0013,0.29445,0.51133,0.14783,1.9893,2298.8,1.3425,0.71234,11.352,0.27129,0.14844,385.09,-0.28554,0.47689,0.0070917,0.0,0.0,0.13862,4.4614,7.7887,-1.1304,5.8094,-5.223,23.791,10.467,9460.7,-5.5291,20.733,14.778,1.3333,28.667,70.825,57.2,52.628,16.333,12.0,-8.7333,19.0,1.197,20.0,43.0,False
4,False,0.40889,0.2692,0.71248,0.4856,0.25585,-0.28936,0.24342,0.55436,0.93628,0.013404,0.670855,63.754,0.28752,2.478,42.744,0.52688,2.654,0.021526,0.0082642,0.043973,2.426,7.9712,0.58862,0.48953,1053.4,13.794,-1.6782,0.76851,0.22295,0.11916,29.503,0.24539,0.68707,6.4514,8.4222,0.1646,0.77544,0.044329,0.13659,0.060919,1.6889,-0.12084,4.7197,4.4189,-1.0064,0.37783,2.6073,1125.1,1.7026,0.41138,13.071,0.53731,0.28583,668.16,-0.064307,0.07527,-0.7159,-0.029261,-0.060258,0.022065,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4.0,33.0,54.806,39.8,38.377,17.167,16.0,5.6,15.0,0.052452,11.0,40.0,False
11,False,3.0832,0.35111,0.46342,0.45742,0.34997,0.34696,2.4045,0.76759,0.65435,0.34458,0.51351,6.3428,0.53658,0.86365,5.3091,0.76509,1.3642,0.0283745,0.12062,0.0535685,0.89077,0.9613,0.24757,0.5425,2014.4,16.13,1.3184,0.27457,0.052712,0.40048,12.209,0.87552,0.911095,5.5944,67.808,0.68375,0.55326,0.43119,0.81056,0.47583,0.85247,2.8067,1.1277,0.73789,0.64661,0.75765,0.87523,3078.4,0.31039,0.7524299999999999,15.348,0.83408,0.34587,6770.2,0.58391,0.081764,-0.01097,0.0,0.0,0.0,3.6373,5.7874,1.8883,-21.411,46.844,30.046,12.2,26059.0,3.8523,30.5,-10.665,0.0,28.0,91.5,130.5,132.4,20.0,14.5,-16.0,25.0,1.9769,2.0,17.0,False
1,False,1.5151,0.10753,0.6074,1.4451,0.13183,0.27027,0.77105,0.26785,0.98588,0.0053426,0.79495,543.42,0.3926,1.5471,3.9416,0.29371,3.2618,0.037932,0.00054048,0.072297,1.8178,7.6466,0.33879,0.52467,2378.8,11.942,5.3467,0.10386,0.082725,0.40455,6.0278,0.27995,0.8638,4.9331,91.333,0.4869,0.21071,0.026249,0.16507,0.18898,3.6807,0.31805,2.0775,2.0481,0.68842,0.63724,1.5471,2412.8,1.3364,0.66121,12.311,0.29832,0.18669,713.91,0.13721,0.29293,0.31472,0.0032347,0.0022385,0.12982,4.088,9.7174,-1.3673,18.065,30.449,29.464,11.3,7958.3,0.1896,13.6,40.375,4.0,36.5,78.786,25.235,24.551,15.5,16.5,2.9,23.0,0.032834,9.0,20.0,False
12,True,1.0684,0.0052077,0.89669,0.54823,-0.01138,0.06046,0.38442,0.0094991,0.050409,0.0053858,0.94392,-1.4073,0.10331,1.7677,4.4697,-0.020757,0.60937,0.02954,0.014749,0.033437,0.58081,10.415,0.35593,0.88346,58.5,11.118,9.0677,-0.19884,0.013234,0.33961,6.6422,0.61947,0.98524,0.94613,80.542,0.0055171,0.12811,0.053882,-0.4192,0.052641,5.3068,-0.94572,1.9625,0.098929,0.58524,0.0058077,8.914,1160.5,1.4655,0.64407,10.517,-0.0069822,0.19513,406.05,0.04753,0.22259,-0.097431,-0.037285,-0.068009,0.0,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839.0,-25.841,15.6,36.03,2.0,32.0,87.1,175.9,178.1,20.0,14.5,0.2,14.0,0.0605,21.0,40.0,True
14,True,0.94521,-0.026955,0.93786,0.5596,0.12695,-0.050331,0.83517,-0.048168,0.30261,-0.010336,0.86821,0.7993,0.06214,1.7677,0.79374,0.22685,4.9529,0.0011614,0.28381,0.0012644,0.64455,3.9661999999999997,0.29116,0.5425,-409.11,14.293,-11.118,0.20826,0.01932,0.346125,6.8641,1.3709,0.9794,6.9873,453.55,-0.031047,0.3109,0.0020754,-0.061798,0.00047523,9.0055,-1.3084,130.76,-56.719,-0.80995,-0.028741,1.7921,943.13,1.4655,0.70884,13.712,0.24446,0.16293,3537.2,0.04753,0.080088,-0.99649,-0.0040767,-0.007285,0.0,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11.0,34501.0,-32.209,11.9,13.871,1.0,29.0,91.7,66.12,214.5,21.0,20.5,8.6,29.0,-0.15687,21.0,33.0,True
10,True,1.1771,-0.010658,0.73796,0.62868,0.041262,0.11584,0.88805,-0.016953,-0.040674,0.01801,0.76973,0.74077,0.26204,2.8163,1.8978,0.065633,3.432,0.01045,0.088601,0.015981,0.81675,5.8403,0.11644,0.6539,-46.788,12.769,5.4273,-0.04762,0.084068,0.58069,2.7733,0.92367,0.88608,3.8843,189.7,-0.013846,0.32083,0.016622,-0.25608,0.10764,2.3992,-1.3307,2.4343,-0.099011,0.44206,-0.014442,2.8163,1150.3,2.4955,0.88356,12.305,0.082939,0.073205,712.22,0.04753,0.16185,0.42495,0.0,0.0,0.0,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568.0,14.529,21.5,33.768,2.0,30.0,100.0,100.0,100.0,17.125,14.5,-7.0,9.0,0.079062,16.0,48.0,True
